#time, delivered spill, recorded spill, delivered POT, recorded POT, efficiency[%]
2025/12/04/2:20,205655,204230,3.906244535554474e+19,3.705471203781004e+19,94.86019551653668
2025/12/04/2:30,205985,204560,3.912853627257408e+19,3.712080295483938e+19,94.86887701663925
2025/12/04/2:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/2:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/3:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/3:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/3:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/3:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/3:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/3:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/4:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/4:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/4:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/4:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/4:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/4:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/5:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/5:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/5:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/5:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/5:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/5:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/6:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/6:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/6:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/6:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/6:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/6:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/7:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/7:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/7:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/7:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/7:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/7:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/8:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/8:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/8:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/8:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/8:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/8:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/9:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/9:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/9:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/9:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/9:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/9:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/10:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/10:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/10:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/10:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/10:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/10:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/11:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/11:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/11:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/11:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/11:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/11:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/12:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/12:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/12:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/12:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/12:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/12:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/13:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/13:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/13:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/13:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/13:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/13:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/14:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/14:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/14:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/14:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/14:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/14:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/15:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/15:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/15:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/15:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/15:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/15:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/16:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/16:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/16:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/16:30,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/16:40,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/16:50,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/17:00,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/17:10,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/17:20,206048,204623,3.914114791584241e+19,3.713341459810772e+19,94.87053031236709
2025/12/04/17:30,206050,204625,3.914118726516713e+19,3.713345394743244e+19,94.87053546911328
2025/12/04/17:40,206051,204626,3.914121863406709e+19,3.71334853163324e+19,94.8705395800139
2025/12/04/17:50,206054,204629,3.914131284423412e+19,3.713357952649943e+19,94.87055192623552
2025/12/04/18:00,206056,204631,3.914150060697808e+19,3.713376728924339e+19,94.87057653232446
2025/12/04/18:10,206058,204633,3.914184299601283e+19,3.713410967827813e+19,94.87062140140102
2025/12/04/18:20,206060,204635,3.91422757714679e+19,3.71345424537332e+19,94.87067811422912
2025/12/04/18:30,206063,204638,3.914292447053665e+19,3.713519115280196e+19,94.87076312030304
2025/12/04/18:40,206064,204639,3.914313991631294e+19,3.713540659857825e+19,94.87079135187628
2025/12/04/18:50,206068,204643,3.91440057951116e+19,3.713627247737691e+19,94.87090481172618
2025/12/04/19:00,206071,204646,3.914465333930743e+19,3.713692002157273e+19,94.87098965896675
2025/12/04/19:10,206074,204649,3.914530066102689e+19,3.713756734329219e+19,94.87107447425076
2025/12/04/19:20,206126,204701,3.915653786275389e+19,3.714880454501919e+19,94.87254638095961
2025/12/04/19:30,206126,204701,3.915653786275389e+19,3.714880454501919e+19,94.87254638095961
2025/12/04/19:40,206129,204704,3.91569695662185e+19,3.714923624848381e+19,94.87260291085752
2025/12/04/19:50,206130,204705,3.915718571017233e+19,3.714945239243764e+19,94.87263121360347
2025/12/04/20:00,206131,204706,3.915721713318759e+19,3.714948381545289e+19,94.87263532823162
2025/12/04/20:10,206139,204714,3.915777868583577e+19,3.715004536810108e+19,94.87270885858258
2025/12/04/20:20,206191,204766,3.916902163446198e+19,3.716128831672729e+19,94.87418057956231
2025/12/04/20:30,206192,204767,3.916922260907946e+19,3.716148929134476e+19,94.87420687979316
2025/12/04/20:40,206192,204767,3.916922260907946e+19,3.716148929134476e+19,94.87420687979316
2025/12/04/20:50,206192,204767,3.916922260907946e+19,3.716148929134476e+19,94.87420687979316
2025/12/04/21:00,206192,204767,3.916922260907946e+19,3.716148929134476e+19,94.87420687979316
2025/12/04/21:10,206197,204772,3.916974198091368e+19,3.716200866317899e+19,94.87427484533086
2025/12/04/21:20,206197,204772,3.916974198091368e+19,3.716200866317899e+19,94.87427484533086
2025/12/04/21:30,206197,204772,3.916974198091368e+19,3.716200866317899e+19,94.87427484533086
2025/12/04/21:40,206197,204772,3.916974198091368e+19,3.716200866317899e+19,94.87427484533086
2025/12/04/21:50,206197,204772,3.916974198091368e+19,3.716200866317899e+19,94.87427484533086
2025/12/04/22:00,206197,204772,3.916974198091368e+19,3.716200866317899e+19,94.87427484533086
2025/12/04/22:10,206201,204776,3.916997025321799e+19,3.716223693548329e+19,94.87430471671152
2025/12/04/22:20,206204,204779,3.917058922173388e+19,3.716285590399919e+19,94.87438571227645
2025/12/04/22:30,206206,204781,3.917100534171837e+19,3.716327202398368e+19,94.87444016251378
2025/12/04/22:40,206258,204833,3.918183375489487e+19,3.717410043716017e+19,94.87585667813755
2025/12/04/22:50,206326,204901,3.919598847307802e+19,3.718825515534333e+19,94.87770714313349
2025/12/04/23:00,206373,204948,3.920542132561445e+19,3.719768800787975e+19,94.87893957047476
2025/12/04/23:10,206471,205046,3.922506250605702e+19,3.721732918832232e+19,94.88150384100813
2025/12/04/23:20,206473,205048,3.922544784716598e+19,3.721771452943129e+19,94.88155412384985
2025/12/04/23:30,206476,205051,3.922600274932584e+19,3.721826943159115e+19,94.88162653083687
2025/12/04/23:40,206547,205122,3.923912629401999e+19,3.723139297628529e+19,94.88333837330963
2025/12/04/23:50,206988,205563,3.932061151778977e+19,3.731287820005508e+19,94.89394177700838
2025/12/05/0:00,207429,206004,3.940209732132483e+19,3.739436400359014e+19,94.90450139909662
2025/12/05/0:10,207784,206359,3.946762808109057e+19,3.745989476335587e+19,94.91296179844001
2025/12/05/0:20,208225,206800,3.954901104374346e+19,3.754127772600876e+19,94.92342977801891
2025/12/05/0:30,208666,207241,3.963040326145907e+19,3.762266994372438e+19,94.93385594769551
2025/12/05/0:40,209107,207682,3.97118160453157e+19,3.770408272758101e+19,94.94424199728454
2025/12/05/0:50,209548,208123,3.979322406924105e+19,3.778549075150636e+19,94.95458494581591
2025/12/05/1:00,209990,208565,3.987481855385258e+19,3.786708523611788e+19,94.96490920698945
2025/12/05/1:10,210274,208849,3.992723085512453e+19,3.791949753738984e+19,94.97151874864618
2025/12/05/1:20,210574,209149,3.998255038142989e+19,3.79748170636952e+19,94.97847611375188
2025/12/05/1:30,211015,209590,4.006375232759135e+19,3.805601900985666e+19,94.98865383023049
2025/12/05/1:40,211240,209815,4.010517525063424e+19,3.809744193289954e+19,94.99382983570695
2025/12/05/1:50,211681,210256,4.018654382089452e+19,3.817881050315982e+19,95.00396618658507
2025/12/05/2:00,212123,210698,4.02681396701118e+19,3.82604063523771e+19,95.01408971414466
2025/12/05/2:10,212564,211139,4.0349522493038e+19,3.834178917530331e+19,95.0241460277972
2025/12/05/2:20,213005,211580,4.043092521124407e+19,3.842319189350937e+19,95.03416430060736
2025/12/05/2:30,213446,212021,4.051234932804336e+19,3.850461601030867e+19,95.044144931025
2025/12/05/2:40,213887,212462,4.059375931997139e+19,3.858602600223669e+19,95.05408380162778
2025/12/05/2:50,214328,212903,4.067518525405629e+19,3.866745193632159e+19,95.06398482220932
2025/12/05/3:00,214770,213345,4.075678609632342e+19,3.874905277858873e+19,95.07386742175972
2025/12/05/3:10,215211,213786,4.083819159536447e+19,3.883045827762977e+19,95.08368701134505
2025/12/05/3:20,215652,214227,4.091962774122462e+19,3.891189442348993e+19,95.09347120547727
2025/12/05/3:30,216093,214668,4.100105217496309e+19,3.899331885722839e+19,95.1032151341699
2025/12/05/3:40,216534,215109,4.108249616308793e+19,3.907476284535323e+19,95.11292276456508
2025/12/05/3:50,216976,215551,4.116412017001028e+19,3.915638685227559e+19,95.12261331119763
2025/12/05/4:00,217417,215992,4.124553654922382e+19,3.923780323148912e+19,95.13224099936583
2025/12/05/4:10,217858,216433,4.132695812439516e+19,3.931922480666046e+19,95.1418313641876
2025/12/05/4:20,218299,216874,4.140839520194294e+19,3.940066188420824e+19,95.1513858290251
2025/12/05/4:30,218740,217315,4.14898606167043e+19,3.948212729896961e+19,95.16090609153225
2025/12/05/4:40,219181,217756,4.157131364012406e+19,3.956358032238937e+19,95.1703876016156
2025/12/05/4:50,219623,218198,4.165292051910871e+19,3.964518720137402e+19,95.17984983354619
2025/12/05/5:00,220064,218639,4.173433714366956e+19,3.972660382593486e+19,95.18925313028666
2025/12/05/5:10,220505,219080,4.181576716629565e+19,3.980803384856095e+19,95.19862134837749
2025/12/05/5:20,220946,219521,4.189720830210979e+19,3.988947498437509e+19,95.20795442202865
2025/12/05/5:30,221387,219962,4.197865473772238e+19,3.997092141998769e+19,95.21725188603881
2025/12/05/5:40,221702,220277,4.203682214859116e+19,4.002908883085646e+19,95.22386989521286
2025/12/05/5:50,222144,220719,4.211845225143942e+19,4.011071893370472e+19,95.23312655045135
2025/12/05/6:00,222585,221160,4.219988017576564e+19,4.019214685803094e+19,95.24232460051465
2025/12/05/6:10,223026,221601,4.228130055601068e+19,4.027356723827599e+19,95.25148637498741
2025/12/05/6:20,223467,222042,4.236273258339e+19,4.03549992656553e+19,95.2606142349705
2025/12/05/6:30,223908,222243,4.244416295645522e+19,4.039210061088299e+19,95.16526607515503
2025/12/05/6:40,224350,222243,4.252580259214248e+19,4.039210061088299e+19,94.98257093058666
2025/12/05/6:50,224791,222243,4.260725806750029e+19,4.039210061088299e+19,94.80098566045262
2025/12/05/7:00,225232,222243,4.268876141743083e+19,4.039210061088299e+19,94.61998725123458
2025/12/05/7:10,225673,222243,4.277025496600746e+19,4.039210061088299e+19,94.43970030804222
2025/12/05/7:20,226114,222243,4.285172046594386e+19,4.039210061088299e+19,94.26016078627313
2025/12/05/7:30,226555,222243,4.293317726644798e+19,4.039210061088299e+19,94.08132167858253
2025/12/05/7:40,226997,222256,4.301481506320445e+19,4.039450424660801e+19,93.90835270883706
2025/12/05/7:50,227438,222697,4.309628071594763e+19,4.047596989935119e+19,93.9198678561911
2025/12/05/8:00,227879,223138,4.317771588924169e+19,4.055740507264524e+19,93.93133526720591
2025/12/05/8:10,228320,223579,4.325919641559101e+19,4.063888559899456e+19,93.94276585393978
2025/12/05/8:20,228761,224020,4.334064315039308e+19,4.072033233379664e+19,93.95414874785337
2025/12/05/8:30,229202,224461,4.342212840630826e+19,4.080181758971181e+19,93.96549429342167
2025/12/05/8:40,229644,224903,4.350375535809481e+19,4.088344454149837e+19,93.97681695516229
2025/12/05/8:50,230085,225344,4.358521945904851e+19,4.096490864245207e+19,93.98807474387408
2025/12/05/9:00,230526,225785,4.36666989197107e+19,4.104638810311426e+19,93.99929263850613
2025/12/05/9:10,230967,226226,4.374817103556225e+19,4.11278602189658e+19,94.01046774168816
2025/12/05/9:20,231408,226667,4.382963316657832e+19,4.120932234998188e+19,94.02159993756342
2025/12/05/9:30,231850,227109,4.391123718522872e+19,4.129092636863227e+19,94.03271011121069
2025/12/05/9:40,232291,227550,4.399270898888806e+19,4.137239817229161e+19,94.04376116674629
2025/12/05/9:50,232732,227991,4.40741519906058e+19,4.145384117400936e+19,94.05476748105114
2025/12/05/10:00,233173,228432,4.41556334051201e+19,4.153532258852366e+19,94.06573835651828
2025/12/05/10:10,233614,228873,4.423709473050179e+19,4.161678391390535e+19,94.07666612701462
2025/12/05/10:20,234007,229266,4.430968349545592e+19,4.168937267885947e+19,94.08636981831485
2025/12/05/10:30,234449,229708,4.439131177628443e+19,4.177100095968799e+19,94.09724400621043
2025/12/05/10:40,234890,230149,4.447277779819654e+19,4.18524669816001e+19,94.10805677916817
2025/12/05/10:50,235331,230590,4.455426217873014e+19,4.19339513621337e+19,94.11883243384209
2025/12/05/11:00,235772,231031,4.463576701485643e+19,4.201545619825998e+19,94.12957143600936
2025/12/05/11:10,236213,231472,4.47172295390732e+19,4.209691872247675e+19,94.140265746323
2025/12/05/11:20,236654,231913,4.479868922970916e+19,4.217837841311271e+19,94.15092079332818
2025/12/05/11:30,237096,232355,4.488032421623283e+19,4.226001339963639e+19,94.1615599656281
2025/12/05/11:40,237537,232796,4.496179819326674e+19,4.234148737667029e+19,94.17213963433329
2025/12/05/11:50,237978,233237,4.504328797077024e+19,4.24229771541738e+19,94.18268307078996
2025/12/05/12:00,238419,233678,4.512475423550132e+19,4.250444341890488e+19,94.19318540125157
2025/12/05/12:10,238860,234119,4.520624447026396e+19,4.258593365366752e+19,94.20365295259143
2025/12/05/12:20,239302,234561,4.528789317949308e+19,4.266758236289664e+19,94.2141030800193
2025/12/05/12:30,239743,235002,4.536937990785317e+19,4.274906909125673e+19,94.22449497454365
2025/12/05/12:40,239868,235127,4.539246975672091e+19,4.277215894012447e+19,94.22743280848147
2025/12/05/12:50,239868,235127,4.539246975672091e+19,4.277215894012447e+19,94.22743280848147
2025/12/05/13:00,240214,235473,4.545633457791205e+19,4.283602376131561e+19,94.23554309662774
2025/12/05/13:10,240655,235914,4.553773666052421e+19,4.291742584392777e+19,94.24584749099324
2025/12/05/13:20,241097,236356,4.561934124780764e+19,4.29990304312112e+19,94.25614060851358
2025/12/05/13:30,241538,236797,4.570070152398763e+19,4.308039070739118e+19,94.26636631557815
2025/12/05/13:40,241979,237238,4.578213131979013e+19,4.316182050319368e+19,94.27656436898172
2025/12/05/13:50,242420,237679,4.586355126634314e+19,4.32432404497467e+19,94.28672498259124
2025/12/05/14:00,242805,238064,4.593464832926971e+19,4.331433751267327e+19,94.29556791680764
2025/12/05/14:10,243087,238346,4.59867238382233e+19,4.336641302162686e+19,94.30202763342213
2025/12/05/14:20,243218,238477,4.601090864128507e+19,4.339059782468863e+19,94.3050226696778
2025/12/05/14:30,243659,238918,4.609233315710275e+19,4.34720223405063e+19,94.31508314481438
2025/12/05/14:40,244100,239359,4.617375935054385e+19,4.355344853394741e+19,94.32510834410631
2025/12/05/14:50,244384,239643,4.622621033120512e+19,4.360589951460868e+19,94.33154741039286
2025/12/05/15:00,244546,239805,4.625610800665493e+19,4.363579719005848e+19,94.33521121963081
2025/12/05/15:10,244988,240247,4.633767500184276e+19,4.371736418524632e+19,94.34518279889477
2025/12/05/15:20,245192,240451,4.637531354686953e+19,4.375500273027309e+19,94.34977229006073
2025/12/05/15:30,245473,240732,4.642712222846749e+19,4.380681141187105e+19,94.35607745898633
2025/12/05/15:40,245638,240897,4.645751997729041e+19,4.383720916069396e+19,94.35977034960688
2025/12/05/15:50,246079,241338,4.653894550625567e+19,4.391863468965922e+19,94.36963861537382
2025/12/05/16:00,246520,241779,4.662030910594989e+19,4.399999828935345e+19,94.37946494382632
2025/12/05/16:10,246962,242221,4.67019686938939e+19,4.408165787729746e+19,94.38929259327125
2025/12/05/16:20,247403,242662,4.678341721298486e+19,4.416310639638842e+19,94.39906066573272
2025/12/05/16:30,247844,243103,4.686489283802514e+19,4.42445820214287e+19,94.40879801933445
2025/12/05/16:40,248285,243544,4.694639864159627e+19,4.432608782499983e+19,94.41850516244978
2025/12/05/16:50,248726,243985,4.702789721507145e+19,4.440758639847501e+19,94.42817780133132
2025/12/05/17:00,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/17:10,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/17:20,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/17:30,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/17:40,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/17:50,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/18:00,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/18:10,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/18:20,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/18:30,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/18:40,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/18:50,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/19:00,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/19:10,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/19:20,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/19:30,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/19:40,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/19:50,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/20:00,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/20:10,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/20:20,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/20:30,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/20:40,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/20:50,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/21:00,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/21:10,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/21:20,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/21:30,249071,244330,4.709167594833161e+19,4.447136513173517e+19,94.4357240131538
2025/12/05/21:40,249073,244332,4.709171522121443e+19,4.447140440461799e+19,94.43572865357001
2025/12/05/21:50,249079,244338,4.709221426863229e+19,4.447190345203585e+19,94.43578761947957
2025/12/05/22:00,249080,244339,4.709243109807587e+19,4.447212028147943e+19,94.43581323899096
2025/12/05/22:10,249080,244339,4.709243109807587e+19,4.447212028147943e+19,94.43581323899096
2025/12/05/22:20,249080,244339,4.709243109807587e+19,4.447212028147943e+19,94.43581323899096
2025/12/05/22:30,249080,244339,4.709243109807587e+19,4.447212028147943e+19,94.43581323899096
2025/12/05/22:40,249080,244339,4.709243109807587e+19,4.447212028147943e+19,94.43581323899096
2025/12/05/22:50,249080,244339,4.709243109807587e+19,4.447212028147943e+19,94.43581323899096
2025/12/05/23:00,249080,244339,4.709243109807587e+19,4.447212028147943e+19,94.43581323899096
2025/12/05/23:10,249081,244340,4.70924389672694e+19,4.447212815067296e+19,94.43581416877211
2025/12/05/23:20,249081,244340,4.70924389672694e+19,4.447212815067296e+19,94.43581416877211
2025/12/05/23:30,249082,244341,4.709244681400022e+19,4.447213599740377e+19,94.43581509589889
2025/12/05/23:40,249086,244345,4.709250189814103e+19,4.447219108154459e+19,94.43582160433085
2025/12/05/23:50,249086,244345,4.709250189814103e+19,4.447219108154459e+19,94.43582160433085
2025/12/06/0:00,249090,244349,4.709262783828343e+19,4.447231702168699e+19,94.43583648465187
2025/12/06/0:10,249095,244354,4.709312084285062e+19,4.447281002625417e+19,94.43589473430653
2025/12/06/0:20,249095,244354,4.709312084285062e+19,4.447281002625417e+19,94.43589473430653
2025/12/06/0:30,249095,244354,4.709312084285062e+19,4.447281002625417e+19,94.43589473430653
2025/12/06/0:40,249095,244354,4.709312084285062e+19,4.447281002625417e+19,94.43589473430653
2025/12/06/0:50,249096,244355,4.709312867385235e+19,4.447281785725591e+19,94.43589565954804
2025/12/06/1:00,249100,244359,4.709325483571841e+19,4.447294401912196e+19,94.43591056566972
2025/12/06/1:10,249103,244362,4.709371263346473e+19,4.447340181686828e+19,94.43596465415544
2025/12/06/1:20,249106,244365,4.709429038444698e+19,4.447397956785054e+19,94.43603291353169
2025/12/06/1:30,249112,244371,4.709539995348605e+19,4.447508913688961e+19,94.43616400076354
2025/12/06/1:40,249355,244614,4.714033045177285e+19,4.452001963517641e+19,94.44146701670417
2025/12/06/1:50,249796,245055,4.722180893561243e+19,4.460149811901599e+19,94.45105794195798
2025/12/06/2:00,250237,245496,4.730331902209363e+19,4.468300820549719e+19,94.46061952783357
2025/12/06/2:10,250678,245937,4.738481565250071e+19,4.476450483590427e+19,94.47014664821609
2025/12/06/2:20,251119,246378,4.746629776068219e+19,4.484598694408575e+19,94.47963936473907
2025/12/06/2:30,251561,246820,4.754796748065712e+19,4.492765666406067e+19,94.48912129069996
2025/12/06/2:40,252002,247261,4.762947080405334e+19,4.500915998745689e+19,94.49855148007764
2025/12/06/2:50,252443,247702,4.771096562402431e+19,4.509065480742787e+19,94.50794847196089
2025/12/06/3:00,252884,248143,4.779248585555194e+19,4.51721750389555e+19,94.51731633186841
2025/12/06/3:10,253325,248584,4.787394056581824e+19,4.525362974922179e+19,94.52664479750945
2025/12/06/3:20,253766,249025,4.795541795692055e+19,4.533510714032411e+19,94.53594415765424
2025/12/06/3:30,254208,249467,4.803707807141961e+19,4.541676725482317e+19,94.54523272064826
2025/12/06/3:40,254649,249908,4.81185445232699e+19,4.549823370667346e+19,94.55446784071103
