#time, delivered spill, recorded spill, delivered POT, recorded POT, efficiency[%]
2025/12/18/19:10,919788,915047,1.829245860752203e+20,1.80304275258623e+20,98.56754585437747
2025/12/18/19:20,919788,915047,1.829245860752203e+20,1.80304275258623e+20,98.56754585437747
2025/12/18/19:30,919788,915047,1.829245860752203e+20,1.80304275258623e+20,98.56754585437747
2025/12/18/19:40,919839,915098,1.829355832674262e+20,1.803152724508288e+20,98.56763196651205
2025/12/18/19:50,920098,915357,1.829914324798144e+20,1.803711216632171e+20,98.56806912701424
2025/12/18/20:00,920539,915798,1.830865604843299e+20,1.804662496677326e+20,98.56881312879237
2025/12/18/20:10,920980,916239,1.831816529455157e+20,1.805613421289184e+20,98.5695560802824
2025/12/18/20:20,921421,916680,1.83276780906418e+20,1.806564700898207e+20,98.5702985377426
2025/12/18/20:30,921863,917122,1.833721152242926e+20,1.807518044076953e+20,98.57104183294592
2025/12/18/20:40,922304,917563,1.834672448633218e+20,1.808469340467245e+20,98.57178276234028
2025/12/18/20:50,922745,918004,1.835623420927079e+20,1.809420312761105e+20,98.57252267173952
2025/12/18/21:00,923186,918445,1.836574699956921e+20,1.810371591790948e+20,98.57326205318041
2025/12/18/21:10,923626,918885,1.837523679357072e+20,1.811320571191098e+20,98.57399888445838
2025/12/18/21:20,924067,919326,1.838474837587547e+20,1.812271729421573e+20,98.57473664418724
2025/12/18/21:30,924374,919633,1.839137228103581e+20,1.812934119937607e+20,98.57524997234749
2025/12/18/21:40,924815,920074,1.840088540707562e+20,1.813885432541589e+20,98.57598655791325
2025/12/18/21:50,925256,920515,1.841040185257805e+20,1.814837077091832e+20,98.57672263887579
2025/12/18/22:00,925697,920956,1.841991659681748e+20,1.815788551515775e+20,98.57745782787633
2025/12/18/22:10,926138,921397,1.842942691960957e+20,1.816739583794984e+20,98.57819191664107
2025/12/18/22:20,926579,921838,1.843893990484684e+20,1.817690882318711e+20,98.57892545335073
2025/12/18/22:30,927021,922280,1.84484738111066e+20,1.818644272944687e+20,98.5796598442632
2025/12/18/22:40,927462,922721,1.845798553836881e+20,1.819595445670907e+20,98.58039177073226
2025/12/18/22:50,927903,923162,1.846749952144338e+20,1.820546843978365e+20,98.58112311655685
2025/12/18/23:00,928344,923603,1.847701196005024e+20,1.82149808783905e+20,98.58185359068727
2025/12/18/23:10,928785,924044,1.848652192023401e+20,1.822449083857427e+20,98.58258312304309
2025/12/18/23:20,929227,924486,1.849605348130635e+20,1.823402239964661e+20,98.58331355970307
2025/12/18/23:30,929668,924927,1.850556323798852e+20,1.824353215632878e+20,98.58404157555263
2025/12/18/23:40,930109,925368,1.851507153428671e+20,1.825304045262697e+20,98.5847687319247
2025/12/18/23:50,930550,925809,1.852458002113929e+20,1.826254893947955e+20,98.58549515637753
2025/12/19/0:00,930991,926250,1.853409219562111e+20,1.827206111396137e+20,98.58622111677181
2025/12/19/0:10,931431,926690,1.85435776294566e+20,1.828154654779686e+20,98.5869442947002
2025/12/19/0:20,931812,927071,1.855179216905627e+20,1.828976108739654e+20,98.58756998099196
2025/12/19/0:30,932253,927512,1.856129959826844e+20,1.82992685166087e+20,98.58829345287774
2025/12/19/0:40,932694,927953,1.857080634312805e+20,1.830877526146832e+20,98.58901613199636
2025/12/19/0:50,933135,928394,1.858031426557346e+20,1.831828318391372e+20,98.58973816096729
2025/12/19/1:00,933576,928835,1.858982188405906e+20,1.832779080239933e+20,98.59045942831528
2025/12/19/1:10,934017,929276,1.859933089169671e+20,1.833729981003698e+20,98.59118006348974
2025/12/19/1:20,934459,929718,1.86088638428163e+20,1.834683276115656e+20,98.59190177394474
2025/12/19/1:30,934809,930068,1.861641392827863e+20,1.83543828466189e+20,98.59247284321657
2025/12/19/1:40,935250,930509,1.862592288341558e+20,1.836389180175584e+20,98.59319141768246
2025/12/19/1:50,935691,930950,1.863543305556541e+20,1.837340197390568e+20,98.59390935065241
2025/12/19/2:00,936132,931391,1.864494752737776e+20,1.838291644571803e+20,98.59462687532387
2025/12/19/2:10,936396,931655,1.865064602211195e+20,1.838861494045221e+20,98.59505627124618
2025/12/19/2:20,936661,931920,1.86563546134423e+20,1.839432353178257e+20,98.595486164961
2025/12/19/2:30,937102,932361,1.866584575289902e+20,1.840381467123928e+20,98.59620032690435
2025/12/19/2:40,937543,932802,1.867535180984838e+20,1.841332072818865e+20,98.59691488370488
2025/12/19/2:50,937984,933243,1.868485872002591e+20,1.842282763836617e+20,98.59762877747158
2025/12/19/3:00,938425,933684,1.869437361367565e+20,1.843234253201592e+20,98.59834254372637
2025/12/19/3:10,938770,934029,1.870180895447048e+20,1.843977787281075e+20,98.59889980537365
2025/12/19/3:20,938998,934257,1.870672145947927e+20,1.844469037781954e+20,98.59926774326905
2025/12/19/3:30,939439,934698,1.871621704436078e+20,1.845418596270105e+20,98.59997839820582
2025/12/19/3:40,939880,935139,1.872571506282442e+20,1.846368398116469e+20,98.60068851426701
2025/12/19/3:50,940321,935580,1.873521525248786e+20,1.847318417082812e+20,98.60139807240837
2025/12/19/4:00,940762,936021,1.874471920538675e+20,1.848268812372702e+20,98.60210719195818
2025/12/19/4:10,941203,936462,1.875422530043591e+20,1.849219421877618e+20,98.60281575238598
2025/12/19/4:20,941567,936826,1.876207297810545e+20,1.850004189644572e+20,98.60340015751184
2025/12/19/4:30,941895,937154,1.876914769661636e+20,1.850711661495663e+20,98.60392658262809
2025/12/19/4:40,942336,937595,1.877866461426523e+20,1.85166335326055e+20,98.60463410448961
2025/12/19/4:50,942732,937991,1.878720173652269e+20,1.852517065486296e+20,98.60526817492814
2025/12/19/5:00,943174,938433,1.879672787475018e+20,1.853469679309045e+20,98.60597502179237
2025/12/19/5:10,943615,938874,1.880623392275379e+20,1.854420284109405e+20,98.60667966411552
2025/12/19/5:20,944056,939315,1.881574092798727e+20,1.855370984632754e+20,98.6073836652907
2025/12/19/5:30,944497,939756,1.882524911427775e+20,1.856321803261802e+20,98.60808704273136
2025/12/19/5:40,944938,940197,1.883475465332501e+20,1.857272357166527e+20,98.60878951447623
2025/12/19/5:50,945379,940638,1.8844258013705e+20,1.858222693204526e+20,98.60949111676796
2025/12/19/6:00,945821,941080,1.88537879406908e+20,1.859175685903107e+20,98.6101939701241
2025/12/19/6:10,946262,941521,1.886329332895268e+20,1.860126224729294e+20,98.61089430625802
2025/12/19/6:20,946627,941886,1.887115861950907e+20,1.860912753784933e+20,98.61147327017406
2025/12/19/6:30,947068,942327,1.888066941816398e+20,1.861863833650424e+20,98.61217271561542
2025/12/19/6:40,947509,942768,1.889018088857383e+20,1.86281498069141e+20,98.61287150607313
2025/12/19/6:50,947680,942939,1.889386811222108e+20,1.863183703056134e+20,98.6131422104601
2025/12/19/7:00,947745,943004,1.889526954323251e+20,1.863323846157277e+20,98.61324507141745
2025/12/19/7:10,948101,943360,1.890294786903384e+20,1.864091678737411e+20,98.61380836748228
2025/12/19/7:20,948542,943801,1.891245980381704e+20,1.865042872215731e+20,98.61450554619633
2025/12/19/7:30,948983,944242,1.892197011531182e+20,1.865993903365208e+20,98.61520190517743
2025/12/19/7:40,949424,944683,1.893148829627355e+20,1.866945721461382e+20,98.6158981398662
2025/12/19/7:50,949754,945013,1.89386106558786e+20,1.867657957421886e+20,98.61641866755205
2025/12/19/8:00,950195,945454,1.894812556275926e+20,1.868609448109953e+20,98.61711344063113
2025/12/19/8:10,950636,945895,1.895763785594819e+20,1.869560677428845e+20,98.61780732572903
2025/12/19/8:20,951035,946294,1.896624190841702e+20,1.870421082675728e+20,98.61843435866203
2025/12/19/8:30,951476,946735,1.897574417042925e+20,1.871371308876951e+20,98.61912618916907
2025/12/19/8:40,951809,947068,1.898292326119959e+20,1.872089217953986e+20,98.61964841739989
2025/12/19/8:50,952030,947289,1.898768594805268e+20,1.872565486639294e+20,98.61999465139348
2025/12/19/9:00,952471,947730,1.899719433794274e+20,1.8735163256283e+20,98.62068536543639
2025/12/19/9:10,952912,948171,1.900670336510241e+20,1.874467228344268e+20,98.62137543462249
2025/12/19/9:20,953353,948612,1.901621381647091e+20,1.875418273481118e+20,98.62206491687228
2025/12/19/9:30,953794,949053,1.902572320743989e+20,1.876369212578015e+20,98.62275363305365
2025/12/19/9:40,954235,949494,1.903523286087629e+20,1.877320177921656e+20,98.62344168009473
2025/12/19/9:50,954677,949936,1.904476809450105e+20,1.878273701284131e+20,98.62413088802381
2025/12/19/10:00,955118,950377,1.905427977766397e+20,1.879224869600423e+20,98.62481770648243
2025/12/19/10:10,955480,950739,1.906208612964012e+20,1.880005504798039e+20,98.62538087448731
2025/12/19/10:20,955846,951105,1.906997672862727e+20,1.880794564696753e+20,98.62594965170366
2025/12/19/10:30,956287,951546,1.907948575384945e+20,1.881745467218972e+20,98.6266344646796
2025/12/19/10:40,956729,951988,1.908901649255816e+20,1.882698541089843e+20,98.62732015679337
2025/12/19/10:50,957170,952429,1.909852547574625e+20,1.883649439408652e+20,98.6280036016786
2025/12/19/11:00,957559,952818,1.910691294627527e+20,1.884488186461554e+20,98.62860587476108
2025/12/19/11:10,958000,953259,1.911641891276085e+20,1.885438783110112e+20,98.62928782396153
2025/12/19/11:20,958441,953700,1.912592021724139e+20,1.886388913558166e+20,98.62996876132777
2025/12/19/11:30,958882,954141,1.913542320675096e+20,1.887339212509122e+20,98.63064914306526
2025/12/19/11:40,959324,954583,1.914494564092173e+20,1.888291455926199e+20,98.63133023945677
2025/12/19/11:50,959765,955024,1.915444477073379e+20,1.889241368907406e+20,98.63200899427743
2025/12/19/12:00,960206,955465,1.916394490815838e+20,1.890191382649864e+20,98.63268714810287
2025/12/19/12:10,960647,955906,1.917344491845383e+20,1.89114138367941e+20,98.63336462083797
2025/12/19/12:20,961088,956347,1.918294369172167e+20,1.892091261006193e+20,98.63404133447563
2025/12/19/12:30,961126,956385,1.918376203001676e+20,1.892173094835703e+20,98.63409960335342
2025/12/19/12:40,961568,956827,1.919328788220309e+20,1.893125680054335e+20,98.6347775156194
2025/12/19/12:50,961919,957178,1.920085003576775e+20,1.893881895410802e+20,98.63531520129777
2025/12/19/13:00,962360,957619,1.921035459675003e+20,1.894832351509029e+20,98.63599039601245
2025/12/19/13:10,962801,958060,1.921986627290081e+20,1.895783519124107e+20,98.63666542764042
2025/12/19/13:20,963242,958501,1.92293827559496e+20,1.896735167428986e+20,98.63734013210247
2025/12/19/13:30,963684,958943,1.923891893608998e+20,1.897688785443024e+20,98.63801556350344
2025/12/19/13:40,964125,959384,1.924843401929435e+20,1.898640293763462e+20,98.63868883361067
2025/12/19/13:50,964566,959825,1.92579469056252e+20,1.899591582396547e+20,98.63936128319475
2025/12/19/14:00,965007,960266,1.926745927806179e+20,1.900542819640206e+20,98.6400330324918
2025/12/19/14:10,965448,960707,1.927697588105084e+20,1.90149447993911e+20,98.64070441714196
2025/12/19/14:20,965889,961148,1.92864901870267e+20,1.902445910536697e+20,98.64137497741299
2025/12/19/14:30,966331,961590,1.929602773791936e+20,1.903399665625963e+20,98.64204651227357
2025/12/19/14:40,966772,962031,1.93055427329484e+20,1.904351165128867e+20,98.64271579781835
2025/12/19/14:50,967204,962463,1.931486290016122e+20,1.905283181850149e+20,98.64337073985885
2025/12/19/15:00,967537,962796,1.932204192283288e+20,1.906001084117314e+20,98.64387478970278
2025/12/19/15:10,967978,963237,1.933155143756288e+20,1.906952035590315e+20,98.64454189046315
2025/12/19/15:20,968419,963678,1.934106158004273e+20,1.9079030498383e+20,98.64520837920234
2025/12/19/15:30,968861,964120,1.9350591560071e+20,1.908856047841127e+20,98.64587560103112
2025/12/19/15:40,969302,964561,1.936009711225247e+20,1.909806603059274e+20,98.64654045824025
2025/12/19/15:50,969724,964983,1.936919520212641e+20,1.910716412046668e+20,98.6471762046625
2025/12/19/16:00,969995,965254,1.937503785454829e+20,1.911300677288855e+20,98.64758415634154
2025/12/19/16:10,970436,965695,1.938454379889843e+20,1.91225127172387e+20,98.64824736461105
2025/12/19/16:20,970878,966137,1.93940722897705e+20,1.913204120811076e+20,98.64891149344666
2025/12/19/16:30,971319,966578,1.940357792139575e+20,1.914154683973602e+20,98.64957337908902
2025/12/19/16:40,971696,966955,1.941170651139024e+20,1.914967542973051e+20,98.65013886591586
2025/12/19/16:50,972137,967396,1.942121282584334e+20,1.91591817441836e+20,98.65079959727821
2025/12/19/17:00,972528,967787,1.942963899181496e+20,1.916760791015523e+20,98.65138471296292
2025/12/19/17:10,972969,968228,1.943913853755522e+20,1.917710745589548e+20,98.65204375619059
2025/12/19/17:20,973411,968670,1.94486615495756e+20,1.918663046791586e+20,98.65270378122523
2025/12/19/17:30,973852,969111,1.945816854792203e+20,1.91961374662623e+20,98.65336205196085
2025/12/19/17:40,974293,969552,1.946767318083286e+20,1.920564209917313e+20,98.65401951622179
2025/12/19/17:50,974734,969993,1.947717762421091e+20,1.921514654255117e+20,98.65467632572175
2025/12/19/18:00,975171,970430,1.948659595290971e+20,1.922456487124998e+20,98.65532655219545
2025/12/19/18:10,975572,970831,1.949523563640879e+20,1.923320455474905e+20,98.65592246974244
2025/12/19/18:20,976014,971273,1.9504752042248e+20,1.924272096058826e+20,98.65657824774104
2025/12/19/18:30,976455,971714,1.951424799292273e+20,1.9252216911263e+20,98.65723197863035
2025/12/19/18:40,976896,972155,1.952374837060445e+20,1.926171728894472e+20,98.65788537792129
2025/12/19/18:50,977337,972596,1.953324599171123e+20,1.92712149100515e+20,98.65853795231511
2025/12/19/19:00,977778,973037,1.954274022778113e+20,1.928070914612139e+20,98.65918966017242
2025/12/19/19:10,978220,973479,1.955226036112693e+20,1.929022927946719e+20,98.65984251017497
2025/12/19/19:20,978613,973872,1.956072886870511e+20,1.929869778704538e+20,98.66042271012225
2025/12/19/19:30,979054,974313,1.957023362662309e+20,1.930820254496335e+20,98.66107330827532
2025/12/19/19:40,979495,974754,1.957974069920967e+20,1.931770961754994e+20,98.66172343298545
2025/12/19/19:50,979896,975155,1.958838769773855e+20,1.932635661607882e+20,98.66231419500654
2025/12/19/20:00,980286,975545,1.959680329209994e+20,1.933477221044021e+20,98.66288864691842
2025/12/19/20:10,980728,975987,1.960633853232794e+20,1.93443074506682e+20,98.66353893039394
2025/12/19/20:20,981169,976428,1.961585114289717e+20,1.935382006123743e+20,98.66418704061886
2025/12/19/20:30,981610,976869,1.962536568183046e+20,1.936333460017073e+20,98.66483465374442
2025/12/19/20:40,982051,977310,1.963487696181113e+20,1.93728458801514e+20,98.66548141773757
2025/12/19/20:50,982433,977692,1.964311693180449e+20,1.938108585014475e+20,98.6660412267084
2025/12/19/21:00,982860,978119,1.965232092902128e+20,1.939028984736154e+20,98.66666597494455
2025/12/19/21:10,982943,978202,1.965411071203373e+20,1.939207963037399e+20,98.6667873937471
2025/12/19/21:20,983228,978487,1.966025522692096e+20,1.939822414526123e+20,98.6672040691469
2025/12/19/21:30,983669,978928,1.966976068215674e+20,1.940772960049701e+20,98.66784814572028
2025/12/19/21:40,984110,979369,1.967927056323855e+20,1.941723948157882e+20,98.66849189954624
2025/12/19/21:50,984508,979767,1.968785077394007e+20,1.942581969228033e+20,98.6690721873686
2025/12/19/22:00,984950,980209,1.969737621747865e+20,1.943534513581892e+20,98.66971581003151
2025/12/19/22:10,985391,980650,1.970688504647457e+20,1.944485396481484e+20,98.67035768949893
2025/12/19/22:20,985832,981091,1.971638871269764e+20,1.945435763103791e+20,98.67099860183329
2025/12/19/22:30,986273,981532,1.972589622679971e+20,1.946386514513998e+20,98.67163915572192
2025/12/19/22:40,986714,981973,1.973540241080857e+20,1.947337132914884e+20,98.67227900295448
2025/12/19/22:50,987155,982414,1.97449085583339e+20,1.948287747667417e+20,98.67291823162616
2025/12/19/23:00,987597,982856,1.975443338799733e+20,1.949240230633759e+20,98.67355809952542
2025/12/19/23:10,988038,983297,1.976394435208235e+20,1.950191327042262e+20,98.67419642055344
2025/12/19/23:20,988479,983738,1.977345011260526e+20,1.951141903094553e+20,98.67483377879162
2025/12/19/23:30,988920,984179,1.978295599870931e+20,1.952092491704957e+20,98.67547053293335
2025/12/19/23:40,989361,984620,1.979246382368785e+20,1.953043274202811e+20,98.67610680512583
2025/12/19/23:50,989802,985061,1.98019698465801e+20,1.953993876492037e+20,98.67674234588844
2025/12/20/0:00,990244,985503,1.981149970286925e+20,1.954946862120952e+20,98.67737886788154
2025/12/20/0:10,990684,985943,1.982098318019291e+20,1.955895209853318e+20,98.67801168449817
2025/12/20/0:20,991125,986384,1.98304926198766e+20,1.956846153821687e+20,98.678645625792
2025/12/20/0:30,991566,986825,1.98400008950597e+20,1.957796981339996e+20,98.67927888186244
2025/12/20/0:40,991844,987103,1.984599409965138e+20,1.958396301799164e+20,98.67967772063211
2025/12/20/0:50,992286,987545,1.985552306695124e+20,1.959349198529151e+20,98.68031136336128
2025/12/20/1:00,992727,987986,1.986503549106688e+20,1.960300440940714e+20,98.68094329971086
2025/12/20/1:10,993168,988427,1.987455027402914e+20,1.96125191923694e+20,98.68157478762103
2025/12/20/1:20,993429,988688,1.988017846262725e+20,1.961814738096752e+20,98.68194804109869
2025/12/20/1:30,993870,989129,1.988969171348203e+20,1.96276606318223e+20,98.68257846610001
2025/12/20/1:40,994026,989285,1.989305728440618e+20,1.963102620274645e+20,98.68280135167994
2025/12/20/1:50,994400,989659,1.990112572908578e+20,1.963909464742604e+20,98.68333537897924
2025/12/20/2:00,994840,990099,1.991061924746192e+20,1.964858816580218e+20,98.68396317360578
2025/12/20/2:10,995084,990343,1.991587796916454e+20,1.965384688750481e+20,98.68431066877677
2025/12/20/2:20,995362,990621,1.99218605565981e+20,1.965982947493836e+20,98.68470577376394
2025/12/20/2:30,995803,991062,1.993134751566055e+20,1.966931643400082e+20,98.68533182990336
2025/12/20/2:40,996244,991503,1.994085794116181e+20,1.967882685950208e+20,98.68595883671158
2025/12/20/2:50,996686,991945,1.995039514741501e+20,1.968836406575528e+20,98.68658700881076
2025/12/20/3:00,997127,992386,1.995990767087307e+20,1.969787658921334e+20,98.68721295719163
2025/12/20/3:10,997568,992827,1.99694216955019e+20,1.970739061384216e+20,98.68783840786558
2025/12/20/3:20,998009,993268,1.997894015222653e+20,1.971690907056679e+20,98.68846355380602
2025/12/20/3:30,998450,993709,1.998845849582183e+20,1.97264274141621e+20,98.68908809694102
2025/12/20/3:40,998892,994151,1.999799823083948e+20,1.973596714917975e+20,98.68971344714068
2025/12/20/3:50,999333,994592,2.000751669497352e+20,1.974548561331379e+20,98.6903368086377
2025/12/20/4:00,999774,995033,2.001703511549591e+20,1.975500403383618e+20,98.69095957444324
2025/12/20/4:10,1000215,995474,2.002654882217554e+20,1.976451774051581e+20,98.69158144028498
2025/12/20/4:20,1000468,995727,2.003200967672709e+20,1.976997859506736e+20,98.69193812359147
2025/12/20/4:30,1000909,996168,2.004152659724997e+20,1.977949551559024e+20,98.69255926993262
2025/12/20/4:40,1001351,996610,2.005106314517783e+20,1.978903206351809e+20,98.69318110584699
2025/12/20/4:50,1001792,997051,2.006058033603553e+20,1.97985492543758e+20,98.69380109014574
2025/12/20/5:00,1002233,997492,2.00700948933221e+20,1.980806381166236e+20,98.69442031513802
2025/12/20/5:10,1002674,997933,2.007961412924888e+20,1.981758304758914e+20,98.69503925736278
2025/12/20/5:20,1003115,998374,2.008912798679775e+20,1.982709690513802e+20,98.69565726380988
2025/12/20/5:30,1003556,998815,2.009864223972341e+20,1.983661115806368e+20,98.69627471082674
2025/12/20/5:40,1003998,999257,2.010818122146423e+20,1.98461501398045e+20,98.69689317609674
2025/12/20/5:50,1004439,999698,2.011769598365838e+20,1.985566490199864e+20,98.69750948680911
2025/12/20/6:00,1004880,1000139,2.012721303032096e+20,1.986518194866122e+20,98.69812536258749
2025/12/20/6:10,1005321,1000580,2.013673077105844e+20,1.98746996893987e+20,98.69874070106583
2025/12/20/6:20,1005762,1001021,2.0146248305027e+20,1.988421722336727e+20,98.69935544478348
2025/12/20/6:30,1006204,1001463,2.015578857845043e+20,1.98937574967907e+20,98.69997107461286
2025/12/20/6:40,1006645,1001904,2.016530414241298e+20,1.990327306075324e+20,98.70058452969914
2025/12/20/6:50,1007086,1002345,2.017482426625963e+20,1.991279318459989e+20,98.70119769965999
2025/12/20/7:00,1007330,1002589,2.018008983380856e+20,1.991805875214883e+20,98.70153659464516
2025/12/20/7:10,1007771,1003030,2.018959615666305e+20,1.992756507500332e+20,98.70214797945199
2025/12/20/7:20,1008212,1003471,2.019910243264488e+20,1.993707135098515e+20,98.70275878577529
2025/12/20/7:30,1008654,1003913,2.020863622939485e+20,1.994660514773512e+20,98.70337078323676
2025/12/20/7:40,1009095,1004354,2.021814469775478e+20,1.995611361609504e+20,98.70398057993505
2025/12/20/7:50,1009536,1004795,2.022765374538971e+20,1.996562266372998e+20,98.70458984043339
2025/12/20/8:00,1009915,1005174,2.023582592933532e+20,1.997379484767559e+20,98.7051129883467
2025/12/20/8:10,1010226,1005485,2.02425290019352e+20,1.998049792027546e+20,98.7055417747719
2025/12/20/8:20,1010667,1005926,2.025204402433423e+20,1.999001294267449e+20,98.706149950371
2025/12/20/8:30,1011109,1006368,2.026157618842046e+20,1.999954510676073e+20,98.70675864886816
2025/12/20/8:40,1011550,1006809,2.027108664264749e+20,2.000905556098775e+20,98.70736539052398
2025/12/20/8:50,1011991,1007250,2.028059692809313e+20,2.001856584643339e+20,98.707971552372
2025/12/20/9:00,1012386,1007645,2.028911415358731e+20,2.002708307192758e+20,98.70851393670431
2025/12/20/9:10,1012827,1008086,2.02986198471105e+20,2.003658876545076e+20,98.70911873007448
2025/12/20/9:20,1013269,1008528,2.030815112156891e+20,2.004612003990917e+20,98.7097245825523
2025/12/20/9:30,1013710,1008969,2.031766228222592e+20,2.005563120056619e+20,98.71032858987444
2025/12/20/9:40,1014151,1009410,2.032717169256985e+20,2.006514061091012e+20,98.71093192096413
2025/12/20/9:50,1014592,1009851,2.033668078487168e+20,2.007464970321195e+20,98.71153466766978
2025/12/20/10:00,1015033,1010292,2.03461891588335e+20,2.008415807717377e+20,98.71213680550113
2025/12/20/10:10,1015474,1010733,2.035569936146732e+20,2.009366827980759e+20,98.71273849644415
2025/12/20/10:20,1015916,1011175,2.036523195145942e+20,2.010320086979969e+20,98.71334103984533
2025/12/20/10:30,1016357,1011616,2.03747420654767e+20,2.011271098381697e+20,98.71394160074436
2025/12/20/10:40,1016798,1012057,2.038425173765984e+20,2.01222206560001e+20,98.71454157340672
2025/12/20/10:50,1017239,1012498,2.039376212176552e+20,2.013173104010579e+20,98.71514103138391
2025/12/20/11:00,1017680,1012939,2.0403271192346e+20,2.014124011068626e+20,98.71573984784347
2025/12/20/11:10,1018121,1013380,2.041277920825556e+20,2.015074812659583e+20,98.7163380400756
2025/12/20/11:20,1018563,1013822,2.042231565377475e+20,2.016028457211502e+20,98.71693746144159
2025/12/20/11:30,1019004,1014263,2.043182450812196e+20,2.016979342646223e+20,98.71753459141364
2025/12/20/11:40,1019445,1014704,2.044133256597148e+20,2.017930148431175e+20,98.71813111589439
2025/12/20/11:50,1019886,1015145,2.045084241095292e+20,2.018881132929319e+20,98.71872719766597
2025/12/20/12:00,1020327,1015586,2.046034991723927e+20,2.019831883557953e+20,98.71932257894106
2025/12/20/12:10,1020725,1015984,2.046892919357262e+20,2.020689811191289e+20,98.71985935765505
2025/12/20/12:20,1021166,1016425,2.047844142918104e+20,2.021641034752131e+20,98.72045398295619
2025/12/20/12:30,1021607,1016866,2.048795627228436e+20,2.022592519062462e+20,98.72104821887869
2025/12/20/12:40,1022048,1017307,2.049746417181907e+20,2.023543309015933e+20,98.7216414700703
2025/12/20/12:50,1022489,1017748,2.05069775071703e+20,2.024494642551056e+20,98.72223450984859
2025/12/20/13:00,1022892,1018151,2.051566768686573e+20,2.0253636605206e+20,98.72277575529512
2025/12/20/13:10,1023284,1018543,2.052412200243503e+20,2.026209092077529e+20,98.72330187070294
2025/12/20/13:20,1023714,1018973,2.053339137644326e+20,2.027136029478352e+20,98.72387820961545
2025/12/20/13:30,1024155,1019414,2.054289592713821e+20,2.028086484547847e+20,98.72446863096074
2025/12/20/13:40,1024596,1019855,2.055240436503606e+20,2.029037328337632e+20,98.72505874735754
2025/12/20/13:50,1025037,1020296,2.056191475531929e+20,2.029988367365956e+20,98.72564843898135
2025/12/20/14:00,1025478,1020737,2.057142906992877e+20,2.030939798826903e+20,98.72623782835403
2025/12/20/14:10,1025920,1021179,2.058095986608123e+20,2.03189287844215e+20,98.72682769236832
2025/12/20/14:20,1026361,1021620,2.059046804828129e+20,2.032843696662155e+20,98.72741561267421
2025/12/20/14:30,1026802,1022061,2.059997589511921e+20,2.033794481345948e+20,98.72800296954804
2025/12/20/14:40,1027243,1022502,2.060948586352761e+20,2.034745478186787e+20,98.72858991536782
2025/12/20/14:50,1027684,1022943,2.06190012166076e+20,2.035697013494787e+20,98.7291766516378
2025/12/20/15:00,1028126,1023385,2.062853283725598e+20,2.036650175559625e+20,98.72976384832131
2025/12/20/15:10,1028567,1023826,2.063804105490631e+20,2.037600997324657e+20,98.73034906286591
2025/12/20/15:20,1029008,1024267,2.064755113875309e+20,2.038552005709335e+20,98.73093385312929
2025/12/20/15:30,1029449,1024708,2.065706160670898e+20,2.039503052504924e+20,98.73151812852883
2025/12/20/15:40,1029890,1025149,2.06665706401855e+20,2.040453955852577e+20,98.73210177817202
2025/12/20/15:50,1030331,1025590,2.067607642377901e+20,2.041404534211927e+20,98.73268469177073
2025/12/20/16:00,1030773,1026032,2.068561000817845e+20,2.042357892651872e+20,98.73326877207809
2025/12/20/16:10,1031214,1026473,2.069511865401143e+20,2.043308757235169e+20,98.7338507884856
2025/12/20/16:20,1031612,1026871,2.070370305066686e+20,2.044167196900712e+20,98.73437577317216
2025/12/20/16:30,1032053,1027312,2.071322051205284e+20,2.04511894303931e+20,98.73495731140765
2025/12/20/16:40,1032494,1027753,2.072273856950762e+20,2.046070748784789e+20,98.73553835184072
2025/12/20/16:50,1032935,1028194,2.073225845641614e+20,2.047022737475641e+20,98.73611897029654
2025/12/20/17:00,1033377,1028636,2.074179546736413e+20,2.047976438570439e+20,98.73670009873531
2025/12/20/17:10,1033818,1029077,2.075131016859039e+20,2.048927908693066e+20,98.7372793354689
2025/12/20/17:20,1034217,1029476,2.075992269289772e+20,2.049789161123798e+20,98.7378031915823
2025/12/20/17:30,1034658,1029917,2.076944157513096e+20,2.050741049347123e+20,98.73838167139994
2025/12/20/17:40,1035099,1030358,2.077896090739202e+20,2.051692982573228e+20,98.73895964852353
2025/12/20/17:50,1035541,1030800,2.078849869238491e+20,2.052646761072517e+20,98.73953821515875
2025/12/20/18:00,1035982,1031241,2.079801709841868e+20,2.053598601675894e+20,98.74011507722216
2025/12/20/18:10,1036423,1031682,2.080753414167452e+20,2.054550306001479e+20,98.74069132903681
2025/12/20/18:20,1036864,1032123,2.081705497668657e+20,2.055502389502684e+20,98.74126728322912
2025/12/20/18:30,1037305,1032564,2.08265721367688e+20,2.056454105510907e+20,98.74184248882165
2025/12/20/18:40,1037746,1033005,2.083609433044243e+20,2.057406324878269e+20,98.74241747275593
2025/12/20/18:50,1038188,1033447,2.084563434584615e+20,2.058360326418641e+20,98.74299300605381
2025/12/20/19:00,1038629,1033888,2.085515517839176e+20,2.059312409673202e+20,98.74356685712304
2025/12/20/19:10,1039070,1034329,2.086467533457862e+20,2.060264425291888e+20,98.74414014376981
2025/12/20/19:20,1039511,1034770,2.087419473048936e+20,2.061216364882962e+20,98.74471286177567
2025/12/20/19:30,1039952,1035211,2.088371349209606e+20,2.062168241043633e+20,98.74528501954929
2025/12/20/19:40,1040393,1035652,2.089323236287976e+20,2.063120128122002e+20,98.74585666253694
2025/12/20/19:50,1040835,1036094,2.090277132705022e+20,2.064074024539049e+20,98.74642898991752
